"48",103646,21.774,28.25,30.231,33.913,33.979,23.641,21.313,22.121,55.421,46.677,45.805,27.08,22.804,27.665,81.878,39.718,21.659,4.073,35.748
"49",92713,25.833,8.411,33.199,7.84,72.498,45.172,54.439,12.616,68.718,56.353,218.078,30.698,47.862,44.289,75.622,17.666,16.261,89.693,118.642
"50",102061,42.199,4.236,5.699,10.515,15.858,13.243,15.616,7.436,16.957,NA,31.498,15.001,24.008,15.003,39.395,14.111,17.963,6.771,4.348
"51",93678,184.172,132.69,89.942,133.845,91.347,97.195,112.101,131.916,112.053,74.967,93.721,157.444,56.928,80.262,52.62,63.064,130.862,62.265,465.64
"52",129769,55.4,3.471,166.489,160.069,86.8,7.688,5.744,4.286,93.625,15.55,510.624,5.991,104.573,5.062,90.303,77.366,65.806,22.39,5.429
"53",93780,28.026,14.575,34.229,17.495,38.343,18.169,21.621,10.283,58.219,52.645,32.975,22.271,22.54,58.296,44.59,12.403,24.781,10.198,13.925
"54",174540,44.751,3.79,4.595,5.229,5.021,4.676,4.418,5.339,NA,7.069,81.051,4.387,37.805,5.817,33.26,3.63,11.577,6.796,7.154
"55",92724,75.945,13.155,37.129,167.252,76.175,55.145,12.244,15.754,22.008,55.559,41.768,7.343,18.971,16.923,55.574,61.201,96.595,15.766,9.727
"56",102073,28.693,3.276,9.987,8.628,7.787,5.714,4.098,3.515,16.187,13.723,23.624,3.414,18.773,2.899,12.597,5.747,17.278,8.243,2.82
"57",92711,87.414,5.846,5.547,8.074,14.39,7.478,13.943,4.024,25.037,6.86,45.26,13.384,73.337,16.968,49.515,16.288,33.069,5.901,7.022
"58",93808,53.681,52.928,130.76,168.862,82.176,134.974,42.705,39.13,49.768,61.135,51.135,47.327,47.285,49.045,54.223,58.659,33.404,40.209,60.858
"59",93549,51.465,5.504,5.244,6.376,14.267,8.198,7.568,4.126,35.532,5.253,49.905,5.642,35.812,4.633,41.157,5.471,29.375,8.762,4.45
"60",103656,9.979,2.913,36.204,5.17,33.017,19.767,80.059,38.649,92.563,26.838,43.062,19.008,5.741,17.532,10.008,93.002,5.794,27.914,55.449
"61",93551,340.103,4.89,5.904,49.799,41.867,14.056,5.582,5.536,19.113,9.274,89.63,5.101,59.106,6.277,55.959,12.606,71.103,5.811,5.625
"62",123151,50.046,37.265,75.288,41.426,87.675,69.983,58.105,48.107,31.438,39.717,57.603,53.951,35.751,35.179,42.676,41.61,24.949,34.469,27.495
"63",93684,22.753,4.575,10.485,5.991,113.949,7.515,14.926,5.096,126.641,21.915,16.617,41.074,15.089,3.826,24.984,26.327,7.112,4.679,3.886
"64",123162,63.342,75.038,48.76,59.815,72.517,78.73,73.997,67.226,68.219,43.631,95.89,62.031,78.505,48.005,157.119,80.498,37.461,54.343,59.345
"65",92680,11.182,3.056,7.601,5.32,4.304,2.127,3.961,2.776,4.886,10.295,27.793,3.556,18.482,3.896,19.144,3.941,16.108,5.909,6.562
"66",92796,29.103,3.494,3.651,6.013,3.908,8.473,3.153,2.63,12.95,5.989,76.076,5.851,41.809,4.26,19.278,7.663,46.637,4.73,2.684
"67",92777,32.574,15.264,21.376,13.553,47.791,31.077,36.942,38.402,46.304,34.843,NA,29.429,40.377,25.427,32.258,9.444,13.716,48.489,21.552
"68",92794,27.275,15.873,58.024,189.731,28.191,5.684,36.633,31.734,27.586,7.483,24.901,15.312,13.614,111.746,12.018,5.541,9.999,10.371,27.705
"69",103644,49.891,NA,46.496,56.419,41.554,56.966,25.815,30.272,31.753,50.238,57.303,42.77,63.793,29.994,54.626,31.818,48.906,24.062,27.446
"70",93579,14.453,3.624,3.904,17.495,11.793,NA,4.895,3.088,8.983,15.288,20.591,3.224,22.688,3.512,16.398,11.505,15.662,4.473,5.016
"71",93655,25.68,2.646,6.057,3.418,2.522,3.854,7.019,3.018,5.507,3.199,26.556,3.178,18.357,6.818,15.683,5.46,11.633,2.693,2.793
"72",172596,40.409,7.429,4.005,3.589,6.003,3.152,2.834,2.965,5.6,3.378,21.902,5.022,9.591,5.115,32.925,3.302,5.256,3.555,3.719
"73",102088,8.449,3.918,3.903,8.575,36.906,9.389,5.109,4.075,36.187,5.075,8.746,7.014,4.996,43.965,6.653,7.139,4.715,6.184,4.309
"74",124749,45.264,43.393,45.801,30.251,43.216,63.848,45.263,69.348,88.438,39.514,48.061,42.532,40.345,49.791,46.238,33.173,28.107,49.229,46.737
"75",92677,29.821,1.886,2.622,6.257,4.327,8.597,4.056,4.614,6.194,3.757,17.121,4.62,15.497,7.839,23.533,3.612,16.569,14.474,2.84
"76",92707,51.39,8.805,8.934,11.696,18.893,10.372,17.397,31.657,18.462,7.842,47.798,10.076,98.329,28.859,128.754,41.762,23.189,28.464,88.318
"77",92795,23.204,4.898,30.861,11.873,23.83,7.626,54.888,7.596,205.032,9.681,35.607,32.417,42.092,9.14,47.166,8.116,56.677,7.925,7.764
"78",172495,85.801,32.29,123.844,15.016,114.604,16.726,7.341,11.744,240.912,9.177,304.278,14.134,334.858,10.758,159.631,80.255,103.368,8.949,68.259
"79",93584,42.489,23.874,46.98,34.939,54.203,40.809,22.872,7.116,48.513,22.357,60.974,19.703,46.102,6.107,87.38,45.848,46.743,38.951,26.662
"80",93794,23.895,20.145,36.73,65.549,77.065,13.638,46.791,10.127,42.668,100.183,47.841,37.364,23.259,31.755,102.626,22.828,17.545,194.81,33.899
